assay_name	compound_pubchem_cid	assay_outcome	cid	smiles
tox21-ar-mda-kb2-luc-agonist-p1	CID_5876	1	5876	OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_60196274	1	60196274	Cl.N[C@H](Cc1ccccc1)[C@H](O)C(=O)N[C@H](CC(C)C)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_11933	1	11933	Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
tox21-ar-mda-kb2-luc-agonist-p1	CID_121097	1	121097	Cl.O=C(OC)c1ccccc1C(=O)c3ccc(OCCN2CCCCC2)cc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_5954	1	5954	c1c4ccccc4cc3c1ccc2ccccc23
tox21-ar-mda-kb2-luc-agonist-p1	CID_3681	1	3681	OC(CO)COCCCCCCCCCCCCCCCCCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_8615	1	8615	Nc2ccccc2C(=O)OCCc1ccccc1
tox21-ar-mda-kb2-luc-agonist-p1	CID_2161	1	2161	CC(C)c1cc2C(=O)c3cc(c(N)nc3Oc2cc1)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_6389	1	6389	ClC(Cl)(Cl)F
tox21-ar-mda-kb2-luc-agonist-p1	CID_470999	1	470999	N[C@@H]3CC[C@@H](CN)O[C@@H]3O[C@H]2[C@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O)[C@H](N)C[C@@H]2N
tox21-ar-mda-kb2-luc-agonist-p1	CID_63047	1	63047	OCC(=O)[C@@]4(OC(=O)CCCC)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_4616	1	4616	Clc1ccc2NC(=O)C(O)N=C(c2c1)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_6714002	1	6714002	CCC(=O)OCC(=O)[C@@]4(OC(=O)OCC)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_5765	1	5765	Clc1c(cccc1Cl)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_6128	1	6128	O=C2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_7946	1	7946	CC(=O)OC(C)COC
tox21-ar-mda-kb2-luc-agonist-p1	CID_5865	1	5865	OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@H]4C(=O)C[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_62937	1	62937	O=C(O)CCC(=O)O.CC(C)NCC(O)COc1ccc(CCOC)cc1.CC(C)NCC(O)COc1ccc(cc1)CCOC
tox21-ar-mda-kb2-luc-agonist-p1	CID_16682987	1	16682987	O[Al](O)OC(=O)CCCCCCCCCCCCCCCCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_55245	1	55245	CN(C)c1ccc(cc1)[C@H]5C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC)[C@@H]4CCC3=CC(=O)CCC3=C45
tox21-ar-mda-kb2-luc-agonist-p1	CID_10631	1	10631	CC(=O)[C@@]3(O)CC[C@H]2[C@@H]4C[C@H](C)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_35455	1	35455	C/C(C)=C\CC2C(=O)N(c1ccccc1)N(C2=O)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_12038941	1	12038941	[I-].CC[n+]1ccccc1
tox21-ar-mda-kb2-luc-agonist-p1	CID_5362376	1	5362376	Cl.O=S(N)(=O)c1cc(ccc1OC)C[C@@H](C)NCCOc2ccccc2OCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_16158	1	16158	CC(C)(C)C(=O)OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3C4(C)C[C@H](O)[C@@]2(F)C3C[C@H](F)C1=CC(=O)C=CC12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_10476437	1	10476437	CC(=O)[C@@]4(OC(C)=O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12
tox21-ar-mda-kb2-luc-agonist-p1	CID_11033	1	11033	Nc1ccc(cc1)S(=O)(=O)NC(N)=O
tox21-ar-mda-kb2-luc-agonist-p1	CID_6010	1	6010	O=C4CC[C@@]3(C)C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@]1(C)O)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_223368	1	223368	Oc3cc4CC=C1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)c4cc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_12468	1	12468	Clc1cc(Cl)c(Cl)c(Cl)c1
tox21-ar-mda-kb2-luc-agonist-p1	CID_5281034	1	5281034	O=C3C[C@@H]4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@]1(C)O)[C@@]4(C)C\C3=C\O
tox21-ar-mda-kb2-luc-agonist-p1	CID_65784	1	65784	O[C@@H]1C[C@@H](C(=O)O)N(C1)C(=O)C
tox21-ar-mda-kb2-luc-agonist-p1	CID_5833	1	5833	CC(=O)S[C@@H]4CC1=CC(=O)CC[C@]1(C)[C@H]5CC[C@@]3(C)[C@@H](CC[C@]23CCC(=O)O2)[C@H]45
tox21-ar-mda-kb2-luc-agonist-p1	CID_6238	1	6238	CC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_32798	1	32798	ClCC(=O)[C@@]4(OC(=O)CC)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_6053	1	6053	CN(C)c2ccc(/N=N/c1ccccc1)cc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_73852	1	73852	O=C(c1ccc(O)cc1O)c2ccc(O)cc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_8900	1	8900	CCCCCCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_6773	1	6773	Cc2ccc3C(=O)c1ccccc1C(=O)c3c2
tox21-ar-mda-kb2-luc-agonist-p1	CID_10204	1	10204	O=C4CC[C@@]3(C)C(CC[C@@H]1[C@@H]3CC[C@]2(C)[C@H](O)CC[C@@H]12)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_21102	1	21102	O=C(C)Oc2ccccc2C(=O)Oc1ccc(NC(C)=O)cc1
tox21-ar-mda-kb2-luc-agonist-p1	CID_189821	1	189821	CC(=O)OCC(=O)[C@@]54N=C(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_9324	1	9324	CC(=O)[C@@]3(OC(C)=O)CC[C@H]2[C@@H]4C=C(Cl)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_71386	1	71386	ClCC(=O)[C@@]3(OC(=O)CCC)[C@@H](C)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)C(=O)C[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_16961	1	16961	[Na+].[Na+].[O-]P([O-])(=O)OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_5754	1	5754	OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
tox21-ar-mda-kb2-luc-agonist-p1	CID_6905	1	6905	Brc1c(Br)c(Br)c(Br)c(Br)c1Br
tox21-ar-mda-kb2-luc-agonist-p1	CID_20469	1	20469	OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(Cl)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_16821	1	16821	O=C1CCC(CCCCCCCC)O1
tox21-ar-mda-kb2-luc-agonist-p1	CID_54339	1	54339	C(CNc1nc(cs1)c2ccccc2)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_16051930	1	16051930	O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2CCC1(O)C#C)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_11273	1	11273	O=C2CC[C@H]3[C@@H]4CCC1=C(O)C(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_11472813	1	11472813	NC(=O)CN(CC(F)(F)F)c1cc(c(cc1)C#N)C(F)(F)F
tox21-ar-mda-kb2-luc-agonist-p1	CID_9403	1	9403	Oc4cc5CC[C@@H]1[C@H](CC[C@]2(C)[C@H](CC[C@@H]12)OC(=O)CCC3CCCC3)c5cc4
tox21-ar-mda-kb2-luc-agonist-p1	CID_8271	1	8271	O=C1NC(=O)N(C)C(=O)C1(CC)c2ccccc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_80434	1	80434	Nc1ccc(cc1)Oc2ccc(N)c(N)c2
tox21-ar-mda-kb2-luc-agonist-p1	CID_5702068	1	5702068	CC(=O)OCC(=O)[C@@]4(O)CCC3C2CCC1=CC(=O)CC[C@]1(C)C2[C@@H](O)C[C@@]34C
tox21-ar-mda-kb2-luc-agonist-p1	CID_5284584	1	5284584	O.O=C(O)C1=C(Cl)CC[C@H]3N1C(=O)[C@H]3NC(=O)[C@H](N)c2ccccc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_26596	1	26596	O=C(OC)Nc1nc2cc(ccc2n1)CCCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_11990	1	11990	Cl.Cl.Nc1ccccc1N
tox21-ar-mda-kb2-luc-agonist-p1	CID_7050	1	7050	CCN(CC)c1ccc2c(c1)OC(=O)C=C2C
tox21-ar-mda-kb2-luc-agonist-p1	CID_11219835	1	11219835	O=C(O)c1cccc(c1)c2nc(on2)c3ccccc3F
tox21-ar-mda-kb2-luc-agonist-p1	CID_5832	1	5832	CC(=O)O[C@@]3(C#C)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@@H]1[C@H]4CC[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_13769	1	13769	O=C3C=C4CC[C@@H]1[C@H](CC[C@]2(C)OC(=O)CC[C@@H]12)[C@@]4(C)C=C3
tox21-ar-mda-kb2-luc-agonist-p1	CID_10633	1	10633	O=C3C[C@@H]4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@]1(C)O)[C@@]4(C)CC3
tox21-ar-mda-kb2-luc-agonist-p1	CID_18728	1	18728	BrC1CCC(CC1Br)C(Br)CBr
tox21-ar-mda-kb2-luc-agonist-p1	CID_5994	1	5994	CC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_31307	1	31307	OCC(=O)[C@@]3(O)[C@H](O)C[C@H]2[C@@H]4CCC1=CC(=O)C=C[C@]1(C)[C@@]4(F)[C@@H](O)C[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_34632	1	34632	Cl.O=C(OCC)Nc1cc2N(c3ccccc3Sc2cc1)C(=O)CCN4CCOCC4
tox21-ar-mda-kb2-luc-agonist-p1	CID_5887	1	5887	Cl.CN(C)CCCN1c3ccccc3Sc2ccccc12
tox21-ar-mda-kb2-luc-agonist-p1	CID_5934	1	5934	CN(C)c2ccc(/N=N/c1cc(C)ccc1)cc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_23680530	1	23680530	[Na+].[O-]C(=O)CCC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](C)C1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_16872	1	16872	O=C(OCCCCCC)C(C)C
tox21-ar-mda-kb2-luc-agonist-p1	CID_6230	1	6230	O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@@]1(O)C#C)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_5753	1	5753	OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
tox21-ar-mda-kb2-luc-agonist-p1	CID_9904	1	9904	O=C4CC[C@H]3C(CC[C@@H]1[C@@H]3CC[C@]2(C)[C@@H](O)CC[C@@H]12)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_91670	1	91670	CCCCC(=O)OCC(=O)[C@H]4[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_57331769	1	57331769	O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OCCO
tox21-ar-mda-kb2-luc-agonist-p1	CID_23663985	1	23663985	[Na+].O.O.O.O.O=S(=O)(Nc1ccccc1C(=O)NCC([O-])=O)c2ccc(OC(=O)C(C)(C)C)cc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_65067	1	65067	c1csc(c1)c2ccc(s2)c3cccs3
tox21-ar-mda-kb2-luc-agonist-p1	CID_6215	1	6215	OCC(=O)[C@]45OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_31477	1	31477	O=C(C)Oc1c(C)c(C)c(cc1C)OCC(O)CNC(C)C
tox21-ar-mda-kb2-luc-agonist-p1	CID_51051629	1	51051629	O=C2O[Zn]N([C@H]2Cc1ncnc1)C(=O)CCN
tox21-ar-mda-kb2-luc-agonist-p1	CID_17234	1	17234	C=C(C)C(=O)OCCCCCCCCCCCCC
tox21-ar-mda-kb2-luc-agonist-p1	CID_134669	1	134669	OCCCSC[C@H](N)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_229455	1	229455	O=C5CC[C@H]4C(CC[C@@H]2[C@@H]4CC[C@]3(C)[C@@H](OC(=O)CCc1ccccc1)CC[C@@H]23)=C5
tox21-ar-mda-kb2-luc-agonist-p1	CID_5995	1	5995	CCC(=O)O[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_25015	1	25015	O=C3C=C4CC[C@@H]1C(C=C[C@]2(C)[C@@H](O)CC[C@@H]12)=C4CC3
tox21-ar-mda-kb2-luc-agonist-p1	CID_9568628	1	9568628	O\N=C4/CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2CC[C@@]1(O)C#C)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_155143	1	155143	CCCCCCCCCC(=O)O[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_66359	1	66359	CC(=O)O[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CCC1=C4C=C[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_4849	1	4849	O=C(O)c2cc(c(Oc1ccccc1)c(c2)N3CCCC3)S(N)(=O)=O
tox21-ar-mda-kb2-luc-agonist-p1	CID_9270	1	9270	CC(=O)O[C@@]4(C#C)CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CCC1=C[C@H](CC[C@@H]12)OC(C)=O
tox21-ar-mda-kb2-luc-agonist-p1	CID_6166	1	6166	OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_65981	1	65981	O=C(O)c1ccc(cc1OCC)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3
tox21-ar-mda-kb2-luc-agonist-p1	CID_440707	1	440707	OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_134018	1	134018	CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_2893	1	2893	O=C(OC1CC(C)CC(C)(C)C1)C(O)c2ccccc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_445154	1	445154	Oc2cc(/C=C/c1ccc(O)cc1)cc(O)c2
tox21-ar-mda-kb2-luc-agonist-p1	CID_79688	1	79688	Clc2cc(O)ccc2c1ccccc1
tox21-ar-mda-kb2-luc-agonist-p1	CID_32343	1	32343	[Na+].[Na+].[O-]C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C=2c3cc(I)c([O-])c(I)c3OC=1C=2C=C(I)C(=O)C=1I
tox21-ar-mda-kb2-luc-agonist-p1	CID_122125	1	122125	Cl.Cl.Fc1ccc(cc1)C(c2ccc(F)cc2)N3CCN(CC3)Cc4ccc(OC)c(OC)c4OC
tox21-ar-mda-kb2-luc-agonist-p1	CID_14708	1	14708	C[C@]5(O)CC[C@@H]4[C@]5(C)CC[C@H]1[C@H]4CC[C@H]2Cc3nonc3C[C@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_36273	1	36273	OC(=O)[C@@H]2N3C(=O)[C@@H](/N=C/N1CCCCCC1)[C@H]3SC2(C)C
tox21-ar-mda-kb2-luc-agonist-p1	CID_68872	1	68872	C#CCOc1ccc2c(c1)OC(=O)C=C2C
tox21-ar-mda-kb2-luc-agonist-p1	CID_68873	1	68873	O=C1CC[C@]6(O1)[C@H]2C[C@H]2[C@H]5[C@@H]7[C@H]3C[C@H]3C4=CC(=O)CC[C@]4(C)[C@H]7CC[C@@]56C
tox21-ar-mda-kb2-luc-agonist-p1	CID_27457	1	27457	Cc1nccnc1CC
tox21-ar-mda-kb2-luc-agonist-p1	CID_224246	1	224246	CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_168088	1	168088	[Br-].CC[N+]3(CCOC(=O)C(O)(c1ccccc1)c2ccccc2)CCCCC3
tox21-ar-mda-kb2-luc-agonist-p1	CID_3345	1	3345	CCC(=O)N(C2CCN(CCc1ccccc1)CC2)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_443928	1	443928	CC(=O)OCC(=O)[C@@]4(O)[C@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](F)C1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_13109	1	13109	O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2CC[C@@]1(O)C#C)=C4
tox21-ar-mda-kb2-luc-agonist-p1	CID_5282494	1	5282494	OCC(=O)[C@@]4(OC(=O)CCCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
tox21-ar-mda-kb2-luc-agonist-p1	CID_15432	1	15432	O=C(N1CCN(C)CC1)N(CC)CC.O=C(O)C(O)(CC(=O)O)CC(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_4496	1	4496	[O-][N+](=O)c1ccc2c(c1)C(=NCC(=O)N2C)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_518605	1	518605	O1[As]2O[As]3O[As]1O[As](O2)O3
tox21-ar-mda-kb2-luc-agonist-p1	CID_12089	1	12089	NNc1ccc(cc1)C(=O)O
tox21-ar-mda-kb2-luc-agonist-p1	CID_13791	1	13791	CCCCC(=O)O[C@H]2CC[C@H]3[C@@H]4CCc1cc(O)ccc1[C@H]4CC[C@]23C
tox21-ar-mda-kb2-luc-agonist-p1	CID_10041070	1	10041070	O=C3C=C4CC[C@@H]2C(C=C[C@@]1(C)[C@H]2CC[C@@]1(O)CC=C)=C4CC3
tox21-ar-mda-kb2-luc-agonist-p1	CID_7550	1	7550	[Br-].O=C(Oc1ccc[n+](C)c1)N(C)C
tox21-ar-mda-kb2-luc-agonist-p1	CID_96509	1	96509	O=C1CC2CC1C3CCCC23
tox21-ar-mda-kb2-luc-agonist-p1	CID_5757	1	5757	Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)c4cc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_26133	1	26133	OCC(=O)[C@@]4(OC(=O)CCC)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
tox21-ar-mda-kb2-luc-agonist-p1	CID_5284371	1	5284371	COc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@@H](O)C=C[C@@H]45
tox21-ar-mda-kb2-luc-agonist-p1	CID_656597	1	656597	[Br-].C[N+]2(C)[C@H]1C[C@@H](C[C@@H]2CC1)OC(=O)C(CO)c3ccccc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_15277	1	15277	COc2ccc(\N=[N+](\[O-])c1ccc(OC)cc1)cc2
tox21-ar-mda-kb2-luc-agonist-p1	CID_6540478	1	6540478	CC(=O)O[C@@]3(C#C)CC[C@H]2[C@@H]4CCC1=CC(\CC[C@@H]1[C@H]4CC[C@@]23CC)=N\O
tox21-ar-mda-kb2-luc-agonist-p1	CID_60198	1	60198	O=C3C=C4C(=C)C[C@@H]1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)[C@@]4(C)C=C3
tox21-ar-mda-kb2-luc-agonist-p1	CID_5755	1	5755	OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_9782	1	9782	OCC(=O)[C@@]4(O)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_6436	1	6436	OCC(=O)[C@@]54OC(C)(C)O[C@@H]5C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C
tox21-ar-mda-kb2-luc-agonist-p1	CID_5732	1	5732	CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3
tox21-ar-mda-kb2-luc-agonist-p1	CID_71329	1	71329	CS(=O)(=O)Nc1ccc(cc1)CCN(C)CCOc2ccc(cc2)NS(C)(=O)=O
tox21-ar-mda-kb2-luc-agonist-p1	CID_443884	1	443884	C[C@@H](CO)NC(=O)[C@@H]2C=C1c3cccc4ncc(C[C@H]1N(C)C2)c34
tox21-ar-mda-kb2-luc-agonist-p1	CID_656511	1	656511	OC(=O)[C@@H]3N4C(=O)[C@@H](NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)[C@H]4SC3(C)C
