assay_name	compound_pubchem_cid	assay_outcome	cid	smiles
tox21-sbe-bla-antagonist-p1	CID_10868	1	10868	N(=C=N\C1CCCCC1)\C2CCCCC2
tox21-sbe-bla-antagonist-p1	CID_7231	1	7231	c1cccc2sc(nc12)SSN3CCOCC3
tox21-sbe-bla-antagonist-p1	CID_62556	1	62556	O=C(C=C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
tox21-sbe-bla-antagonist-p1	CID_4778	1	4778	O=[As]c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_9275	1	9275	CCCCC(COP(O)(=O)OCC(CC)CCCC)CC
tox21-sbe-bla-antagonist-p1	CID_14127	1	14127	Oc1ccc(cc1)C(=O)OCCCCCC
tox21-sbe-bla-antagonist-p1	CID_14425	1	14425	Oc1cc(cc(O)c1O)C(=O)OCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_21218	1	21218	[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_11488	1	11488	c1ccccc1[Hg]c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_107377	1	107377	Oc1ccc(cc1)C(=O)OCC(CC)CCCC
tox21-sbe-bla-antagonist-p1	CID_25644	1	25644	C=CC(=O)OCCCCCCOC(=O)C=C
tox21-sbe-bla-antagonist-p1	CID_27423	1	27423	O=C(C=C)OCC(COC(=O)C=C)(CC)COC(=O)C=C
tox21-sbe-bla-antagonist-p1	CID_20113	1	20113	Brc1cc(cc(Br)c1OCCO)C(C)(C)c2cc(Br)c(OCCO)c(Br)c2
tox21-sbe-bla-antagonist-p1	CID_9786	1	9786	F[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
tox21-sbe-bla-antagonist-p1	CID_11933	1	11933	Cl.Cl.Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
tox21-sbe-bla-antagonist-p1	CID_61080	1	61080	O=C(O)C(O)(CC(=O)O)CC(=O)O.Oc1cccc2cccnc12
tox21-sbe-bla-antagonist-p1	CID_223368	1	223368	Oc3cc4CC=C1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)c4cc3
tox21-sbe-bla-antagonist-p1	CID_10303	1	10303	CN(C)c2ccc(/N=N/c1ccccc1C(=O)O)cc2
tox21-sbe-bla-antagonist-p1	CID_3036974	1	3036974	C=CC(=O)OCC2CCC3C1CC(CC1COC(=O)C=C)C23
tox21-sbe-bla-antagonist-p1	CID_16682953	1	16682953	CC(=O)O[Pb](c1ccccc1)(c2ccccc2)c3ccccc3
tox21-sbe-bla-antagonist-p1	CID_26041	1	26041	[O-][n+]2ccccc2S[Zn]Sc1cccc[n+]1[O-]
tox21-sbe-bla-antagonist-p1	CID_19042	1	19042	O=C(C=C)OCC(COC(=O)C=C)(CO)COC(=O)C=C
tox21-sbe-bla-antagonist-p1	CID_60196436	1	60196436	Cl.CC(C)(O)CNc1ncc3c(n1)N(C)C(=O)C=C3Oc2ccc(F)cc2F
tox21-sbe-bla-antagonist-p1	CID_441371	1	441371	O=S(=O)(O)OCCCCCCCCCCCC.CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C
tox21-sbe-bla-antagonist-p1	CID_76716	1	76716	Oc1ccc(cc1)C4(c2ccccc2c3ccccc34)c5ccc(O)cc5
tox21-sbe-bla-antagonist-p1	CID_117746	1	117746	Cl.O=C1C=CSN1C
tox21-sbe-bla-antagonist-p1	CID_93011	1	93011	O=C(C)C(Cl)C(=O)N(C)C
tox21-sbe-bla-antagonist-p1	CID_18980	1	18980	N=C1NC(=N)c2ccccc12
tox21-sbe-bla-antagonist-p1	CID_235227	1	235227	Cl.O=C(OCC)c4ccccc4C=1c3cc(C)c(cc3OC2=C\C(=N\CC)C(C)=CC=12)NCC
tox21-sbe-bla-antagonist-p1	CID_94398	1	94398	O=[N+]([O-])c1c(Cl)c(cc([N+]([O-])=O)c1Cl)C(F)(F)F
tox21-sbe-bla-antagonist-p1	CID_75444	1	75444	[Cl-].CC/[N+](CC)=C1/C=C/C(C=C1)=C(\c3ccc(NCC)c2ccccc23)c4ccc(cc4)N(CC)CC
tox21-sbe-bla-antagonist-p1	CID_3334	1	3334	O=C(OC)Nc1nc2cc(ccc2n1)Sc3ccccc3
tox21-sbe-bla-antagonist-p1	CID_299728	1	299728	Cl[Bi](Cl)(c1ccccc1)(c2ccccc2)c3ccccc3
tox21-sbe-bla-antagonist-p1	CID_28768	1	28768	OC(c1ccc(Cl)cc1)(c2cccnc2)c3ccc(Cl)cc3
tox21-sbe-bla-antagonist-p1	CID_67005	1	67005	[O-][N+](=O)c1cc2c(c(c1C)[N+]([O-])=O)C(C)(C)CC2(C)C
tox21-sbe-bla-antagonist-p1	CID_93335	1	93335	CC(C)CC(C)N(c1ccccc1)c2ccc(N)cc2
tox21-sbe-bla-antagonist-p1	CID_2771871	1	2771871	O=CC(\Cl)=C(\Cl)C(=O)O
tox21-sbe-bla-antagonist-p1	CID_5280443	1	5280443	Oc1ccc(cc1)C3=CC(=O)c2c(cc(O)cc2O)O3
tox21-sbe-bla-antagonist-p1	CID_1549520	1	1549520	C\C(=C/c1ccccc1)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_6857648	1	6857648	[K+].N#C[Au-]C#N
tox21-sbe-bla-antagonist-p1	CID_6688	1	6688	O=C2c1ccccc1C(=O)c3c2c(O)ccc3O
tox21-sbe-bla-antagonist-p1	CID_9444	1	9444	NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
tox21-sbe-bla-antagonist-p1	CID_13271	1	13271	[O-][N+](=O)c2ccc(Nc1ccccc1)cc2
tox21-sbe-bla-antagonist-p1	CID_60196435	1	60196435	NC(=O)OC[C@H]4c1c(cc(C=O)cc1OC)N3C[C@H]2[C@H](N2C(C)=O)[C@@]4(OC(C)=O)O3
tox21-sbe-bla-antagonist-p1	CID_40854	1	40854	O=C(OC)Nc1nc2cc(ccc2n1)S(=O)c3ccccc3
tox21-sbe-bla-antagonist-p1	CID_16683023	1	16683023	CC(O)C(=O)O[Hg]c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_10788	1	10788	S=C1SCN(C)CN1C
tox21-sbe-bla-antagonist-p1	CID_67271	1	67271	O=C(Nc3ccccc3SSc2ccccc2NC(=O)c1ccccc1)c4ccccc4
tox21-sbe-bla-antagonist-p1	CID_115157	1	115157	O=C(OCCOCC(COCCOC(=O)C=C)(CC)COCCOC(=O)C=C)C=C
tox21-sbe-bla-antagonist-p1	CID_533728	1	533728	[Na+].CCN(CC)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_2788	1	2788	Oc1c(I)cc(Cl)c2cccnc12
tox21-sbe-bla-antagonist-p1	CID_83656	1	83656	CCc1cc(cc(CC)c1N)Cc2cc(CC)c(N)c(CC)c2
tox21-sbe-bla-antagonist-p1	CID_517000	1	517000	O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12
tox21-sbe-bla-antagonist-p1	CID_27582	1	27582	Oc1ccc(Cl)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_8256	1	8256	BrC(Br)(Br)C=O
tox21-sbe-bla-antagonist-p1	CID_7543	1	7543	Nc2ccc(Cc1ccc(N)c(Cl)c1)cc2Cl
tox21-sbe-bla-antagonist-p1	CID_5284459	1	5284459	[O-][N+](=O)/C=C/c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_11859	1	11859	Oc1cc(Cl)c(Cl)c(Cl)c1
tox21-sbe-bla-antagonist-p1	CID_73851	1	73851	O=C(c1cc(C)ccc1O)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_14138	1	14138	Oc1ccc(cc1)C(=O)OCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_232446	1	232446	Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3
tox21-sbe-bla-antagonist-p1	CID_7308	1	7308	CC(C)(C)c2cc(Sc1cc(c(O)cc1C)C(C)(C)C)c(C)cc2O
tox21-sbe-bla-antagonist-p1	CID_76302	1	76302	Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl
tox21-sbe-bla-antagonist-p1	CID_4890	1	4890	Clc1ccc3c(c1)C(=NCC(=O)N3CC2CC2)c4ccccc4
tox21-sbe-bla-antagonist-p1	CID_7472	1	7472	Nc1ccc(cc1)N(C)C
tox21-sbe-bla-antagonist-p1	CID_1548943	1	1548943	Oc1ccc(cc1OC)CNC(=O)CCCC/C=C/C(C)C
tox21-sbe-bla-antagonist-p1	CID_14642	1	14642	Oc1ccc(cc1)C(=O)OCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_13636	1	13636	Oc1c(Cl)c(Cl)cc(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_2734117	1	2734117	[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_5284452	1	5284452	O.O.Oc1ccc(cc1O)C=3Oc2cc(O)cc(O)c2C(=O)C=3O
tox21-sbe-bla-antagonist-p1	CID_6620	1	6620	Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2
tox21-sbe-bla-antagonist-p1	CID_5281576	1	5281576	Oc1cc(O)cc2C=CCCCC(=O)CCC[C@H](C)OC(=O)c12
tox21-sbe-bla-antagonist-p1	CID_637930	1	637930	N#C\C=C\C#N
tox21-sbe-bla-antagonist-p1	CID_4420	1	4420	COP(=O)(OC)OC(Br)C(Cl)(Br)Cl
tox21-sbe-bla-antagonist-p1	CID_11080	1	11080	S=C=N\c2cccc1ccccc12
tox21-sbe-bla-antagonist-p1	CID_64142	1	64142	CS(=O)(=O)O.Oc1cccc(c1C)C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C
tox21-sbe-bla-antagonist-p1	CID_62770	1	62770	Cl.CC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4
tox21-sbe-bla-antagonist-p1	CID_5280863	1	5280863	Oc1ccc(cc1)C=3Oc2cc(O)cc(O)c2C(=O)C=3O
tox21-sbe-bla-antagonist-p1	CID_6197	1	6197	O=C2CC(C[C@@H](O)[C@@H]1C[C@@H](C)C[C@H](C)C1=O)CC(=O)N2
tox21-sbe-bla-antagonist-p1	CID_6872	1	6872	O=C(Nc1ccccc1)c2ccccc2O
tox21-sbe-bla-antagonist-p1	CID_8010	1	8010	N#CCC#N
tox21-sbe-bla-antagonist-p1	CID_2247	1	2247	Fc1ccc(cc1)Cn4c5ccccc5nc4NC3CCN(CCc2ccc(OC)cc2)CC3
tox21-sbe-bla-antagonist-p1	CID_3015167	1	3015167	[Br-].CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_16218822	1	16218822	[Br-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_9570281	1	9570281	CCCCN(N=O)C(=N)N[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_8342	1	8342	O=C2c1ccccc1C(=O)C(Cl)=C2Cl
tox21-sbe-bla-antagonist-p1	CID_11852	1	11852	Brc1c(O)c(Br)c(Br)c(Br)c1Br
tox21-sbe-bla-antagonist-p1	CID_11375816	1	11375816	[Cl-].CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_2723715	1	2723715	Cl.O.c1ccnc3c1ccc2cccnc23
tox21-sbe-bla-antagonist-p1	CID_12456	1	12456	[Cl-].COc2ccc1cc3c4cc5OCOc5cc4CC[n+]3cc1c2OC
tox21-sbe-bla-antagonist-p1	CID_12040509	1	12040509	FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C[n+]1ccn(CCCCCCCCCC)c1
tox21-sbe-bla-antagonist-p1	CID_320930	1	320930	Oc2cc3C[C@]4(O)COc1c(O)c(O)ccc1[C@@H]4c3cc2O
tox21-sbe-bla-antagonist-p1	CID_6167	1	6167	CC(=O)N[C@H]2CCc3cc(OC)c(OC)c(OC)c3C1=CC=C(OC)C(=O)C=C12
tox21-sbe-bla-antagonist-p1	CID_37175	1	37175	Clc2ccc(C(OCC=C)Cn1ccnc1)c(Cl)c2
tox21-sbe-bla-antagonist-p1	CID_16682740	1	16682740	O=C(C)O[Sn](CCCC)(OC(=O)C)CCCC
tox21-sbe-bla-antagonist-p1	CID_22239085	1	22239085	FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCC)c1
tox21-sbe-bla-antagonist-p1	CID_77080	1	77080	Cl[Sn](Cl)(CCCCCCCC)CCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_7195	1	7195	[O-][N+](=O)c1cc2ncnc2cc1
tox21-sbe-bla-antagonist-p1	CID_15910	1	15910	Clc1c(C#N)c(Cl)c(C#N)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_13436	1	13436	S(Sc1ccccc1)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_7495	1	7495	CCOc1ccc(cc1)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_3378440	1	3378440	[O-][N+](=O)c3ccc(O)c2c3C(=O)c1c(ccc(O)c1C2=O)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_19996	1	19996	O=C(OCCOCCOC(=O)C=C)C=C
tox21-sbe-bla-antagonist-p1	CID_2999413	1	2999413	Oc1cc(O)cc2CCCCC[C@@H](O)CCC[C@H](C)OC(=O)c12
tox21-sbe-bla-antagonist-p1	CID_53665	1	53665	ClC=1C(=O)OC(O)C=1C(Cl)Cl
tox21-sbe-bla-antagonist-p1	CID_5455	1	5455	CN(C)C(=S)SSC(=S)N(C)C
tox21-sbe-bla-antagonist-p1	CID_107882	1	107882	Cl.Cl.O.Oc3ccc4C[C@@H]1c2c(cccc2CCN1C)c4c3O.Oc3ccc2C[C@@H]1c4c(CCN1C)cccc4c2c3O
tox21-sbe-bla-antagonist-p1	CID_154914	1	154914	[Na+].[O-]C(=O)c3cc4OCOc4c2c3c(cc1c2cccc1OC)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_26633	1	26633	[Zn+2].S=C([S-])N(CC)CC.CCN(CC)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_79717	1	79717	Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2
tox21-sbe-bla-antagonist-p1	CID_73864	1	73864	Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F
tox21-sbe-bla-antagonist-p1	CID_11945	1	11945	[O-][N+](=O)c1ccc2ncccc2c1
tox21-sbe-bla-antagonist-p1	CID_13619	1	13619	Oc1cc(Cl)cc(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_13514	1	13514	ClC(Cl)(Cl)C(C)=O
tox21-sbe-bla-antagonist-p1	CID_73665	1	73665	O=C(N(CCOc1c(Cl)cc(Cl)cc1Cl)CCC)n2ccnc2
tox21-sbe-bla-antagonist-p1	CID_7737	1	7737	O\N=C1/C=C/C(=N\O)C=C1
tox21-sbe-bla-antagonist-p1	CID_8442	1	8442	CCCCCCCCS(=O)C(C)Cc1ccc2OCOc2c1
tox21-sbe-bla-antagonist-p1	CID_3068143	1	3068143	Cl.Cl.COc4cc5CCN[C@H](C[C@H]1C[C@H]2c3cc(OC)c(OC)cc3CCN2C[C@@H]1CC)c5cc4OC
tox21-sbe-bla-antagonist-p1	CID_197873	1	197873	Cl.Nc1cc2nc3cc(N)ccc3cc2cc1
tox21-sbe-bla-antagonist-p1	CID_9958	1	9958	Cc1cc(O)c(O)cc1
tox21-sbe-bla-antagonist-p1	CID_16212610	1	16212610	F[P-](F)(F)(F)(F)F.CCCCCC[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC
tox21-sbe-bla-antagonist-p1	CID_8540	1	8540	[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)C2CCCCC2
tox21-sbe-bla-antagonist-p1	CID_5288209	1	5288209	CC=2CCCC(C)(C)C=2/C=CC(\C)=C\C=C\C(\C)=C\C(=O)Nc1ccc(O)cc1
tox21-sbe-bla-antagonist-p1	CID_7492	1	7492	O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O
tox21-sbe-bla-antagonist-p1	CID_5280343	1	5280343	Oc1ccc(cc1O)C=3Oc2cc(O)cc(O)c2C(=O)C=3O
tox21-sbe-bla-antagonist-p1	CID_28803	1	28803	O=C(OCCOCCOCCOCCOC(=O)C=C)C=C
tox21-sbe-bla-antagonist-p1	CID_5280795	1	5280795	C=C3CC[C@H](O)C\C3=C\C=C1/CCC[C@]2(C)[C@H](CC[C@@H]12)[C@H](C)CCCC(C)C
tox21-sbe-bla-antagonist-p1	CID_472181	1	472181	[Cu+2].S=C([S-])N(C)C.CN(C)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_70414	1	70414	S=C(SSSSSSC(=S)N1CCCCC1)N2CCCCC2
tox21-sbe-bla-antagonist-p1	CID_6258	1	6258	Clc1ccc2c(c1)SNC2=O
tox21-sbe-bla-antagonist-p1	CID_26975	1	26975	Oc1ccc(CCCCC)cc1
tox21-sbe-bla-antagonist-p1	CID_23663539	1	23663539	[Na+].Clc1c([O-])c(Cl)c(Cl)c(Cl)c1Cl
tox21-sbe-bla-antagonist-p1	CID_22882	1	22882	[Na+].[Na+].[O-]c2c(Sc1cc(Cl)cc(Cl)c1[O-])cc(Cl)cc2Cl
tox21-sbe-bla-antagonist-p1	CID_17599	1	17599	Nc4ccc2c1ccccc1c3cccc4c23
tox21-sbe-bla-antagonist-p1	CID_18156	1	18156	O=C3C=CC(=O)N3c1cccc(c1)N2C(=O)C=CC2=O
tox21-sbe-bla-antagonist-p1	CID_72870	1	72870	O=C(C(Cl)Cl)c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_12870	1	12870	Nc2ccc(Cl)cc2C(=O)c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_289	1	289	Oc1ccccc1O
tox21-sbe-bla-antagonist-p1	CID_71027	1	71027	O=C\C=C(/c1ccccc1)c2ccccc2
tox21-sbe-bla-antagonist-p1	CID_13530	1	13530	ClC(Cl)C(=O)CCl
tox21-sbe-bla-antagonist-p1	CID_443939	1	443939	Cl.OCC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4
tox21-sbe-bla-antagonist-p1	CID_623849	1	623849	CC(c1ccc(O)cc1)(c2ccccc2)c3ccc(O)cc3
tox21-sbe-bla-antagonist-p1	CID_560256	1	560256	[Na+].CN(C)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_86102	1	86102	OC(Cn1cncn1)(CCc2ccc(Cl)cc2)C(C)(C)C
tox21-sbe-bla-antagonist-p1	CID_15412	1	15412	S=C(SSC(=S)N(CCCC)CCCC)N(CCCC)CCCC
tox21-sbe-bla-antagonist-p1	CID_10607	1	10607	COc1cc(cc(OC)c1OC)[C@H]3[C@H]2C(=O)OC[C@@H]2[C@@H](O)c4cc5OCOc5cc34
tox21-sbe-bla-antagonist-p1	CID_10935	1	10935	O=C1C=CC(=O)N1
tox21-sbe-bla-antagonist-p1	CID_457193	1	457193	CC(C)[C@H]6NC(=O)[C@@H](NC(=O)c1ccc(C)c2OC3=C(C)C(=O)C(N)=C(C3=Nc12)C(=O)N[C@@H]5C(=O)N[C@@H](C(=O)N4CCC[C@H]4C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]5C)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]7CCCN7C6=O
tox21-sbe-bla-antagonist-p1	CID_64722	1	64722	Cl.CN1CCCC(C1)CC2c4ccccc4Sc3ccccc23
tox21-sbe-bla-antagonist-p1	CID_83119	1	83119	Nc1ccc(cc1)Oc2ccc(cc2)C(C)(C)c3ccc(cc3)Oc4ccc(N)cc4
tox21-sbe-bla-antagonist-p1	CID_153997	1	153997	Cl.Cl.Cl.FC3(F)[C@@H]2c7ccccc7[C@H](c1ccccc1[C@@H]23)N4CCN(CC4)C[C@@H](O)COc6cccc5ncccc56
tox21-sbe-bla-antagonist-p1	CID_10522	1	10522	OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OCC
tox21-sbe-bla-antagonist-p1	CID_7070	1	7070	Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
tox21-sbe-bla-antagonist-p1	CID_137895	1	137895	BrCCCCCCCCCCCCO
tox21-sbe-bla-antagonist-p1	CID_4669250	1	4669250	[O-][N+](=O)c1cc2c(cc1)NC(=O)C2=O
tox21-sbe-bla-antagonist-p1	CID_221511	1	221511	CNC.CN(C)C(=S)S
tox21-sbe-bla-antagonist-p1	CID_26710	1	26710	[Fe+3].S=C([S-])N(C)C.CN(C)C([S-])=S.CN(C)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_6724	1	6724	O=C3c2cccc1cccc(c12)C3=O
tox21-sbe-bla-antagonist-p1	CID_35803	1	35803	O=C(OC)Nc1nc2cc(ccc2n1)C(=O)C3CC3
tox21-sbe-bla-antagonist-p1	CID_16682730	1	16682730	CC(=O)O[Hg]c1ccccc1
tox21-sbe-bla-antagonist-p1	CID_23892	1	23892	Cl.Cl.Cl.Cl.Nc1ccc(cc1N)c2ccc(N)c(N)c2
tox21-sbe-bla-antagonist-p1	CID_60196397	1	60196397	O=S([O-])(=O)c1ccccc1CCCCCCCCCCCC.CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC
tox21-sbe-bla-antagonist-p1	CID_17652	1	17652	Nc1ccc(cc1OC)OC
tox21-sbe-bla-antagonist-p1	CID_3224	1	3224	ClC2=C(Cl)C3(Cl)C1COS(=O)OCC1C2(Cl)C3(Cl)Cl
tox21-sbe-bla-antagonist-p1	CID_5035	1	5035	Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5
tox21-sbe-bla-antagonist-p1	CID_5284483	1	5284483	[Zn+2].[S-]C(=S)N(CCCC)CCCC.CCCCN(CCCC)C([S-])=S
tox21-sbe-bla-antagonist-p1	CID_68297	1	68297	Nc2ccccc2Nc1ccccc1
